SUPPLIER_NAME,ORG_ID,FY_START_DATE,FY_END_DATE,AWU_MISSING_DATA_FLAGS,AWU_VOLUME_UNIT_FLAG,PWSID_INCOMPLETE_DATA_FLAG,AWU_POTABLE_SF_RES_GAL,AWU_POTABLE_MF_RES_GAL,AWU_POTABLE_TOTAL_RES_GAL,AWU_RECYCL_RES_GAL,AWU_NONPOTABLE_NON_RECYCL_RES_GAL,AWU_NONPOTABLE_RES_IRR_GAL,AWU_NONPOTABLE_TOTAL_RES_GAL,AWU_RES_LAM_EXCLUDED_IRR_GAL,AWU_TOTAL_RES_GAL,AWU_TOTAL_RES_RGPCD,AWU_POTABLE_CII_DIMS_GAL,AWU_NONPOTABLE_CII_DIMS_GAL,AWU_TOTAL_CII_DIMS_GAL,AWU_RWL_TOTAL_GAL,AWU_TOTAL_OBJ_RELEVANT_DEMANDS_GAL,AWU_POTABLE_CI_GAL,AWU_POTABLE_I_GAL,AWU_POTABLE_O_GAL,AWU_NONPOTABLE_NONRES_GAL,AWU_TOTAL_EXCL_DEMANDS_GAL,AWU_POTABLE_COMM_AG_GAL,AWU_NONPOTABLE_COMM_AG_GAL,AWU_SF_RES_90PCTILE_GAL,AWU_MF_RES_90PCTILE_GAL,AWU_COST_OF_SERVICE_HIGHEST_USERS,AWU_COST_OF_SERVICE_ANALYSIS_LINK,AWU_RES_LAM_EXCLUDED_IRR_YN,AWU_RES_LAM_ASSOC_DIM_YN,AWU_RES_LAM_ASSOC_DIM_IRR_GAL,AWU_RES_LAM_SUPPLIER_CII_YN,AWU_RES_LAM_SUPPLIER_CII_GAL,AWU_COMMENTS
Trabuco Canyon Water District,2490,2023-07-01,2024-06-30,,,,443809062.0,9417093.9,453226155.9,0.0,0.0,0.0,0.0,,453226155.9,90.9082286855874,80941388.4,159438894.3,240380282.7,26589441.6,720195880.2,17204932.800000004,0.0,9146637.57,6256339.2,32607909.570000004,23656782.60000001,,96509952.0,9594596.0,,,No,Yes,149600.0,No,,
Tracy  City Of,2496,2023-07-01,2024-06-30,,,,3124548091.986,365924481.831,3490472573.817,0.0,0.0,0.0,0.0,,3490472573.817,101.15444116019738,835191304.908,0.0,835191304.908,774771075.22334,5100434953.94834,703428891.144,332792278.00200003,63181531.347,0.0,1099402700.493,0.0,0.0,965055089.8,258219305.0,0.0,0,No,No,,No,,"The District has not performed a Cost of Service Analysis for its top 10% of water users, but did hire a consultant to evaluate the 90th percentile SFR and MFR customer water users and their associated total volume of deliveries. The District has not performed a detailed analysis of residential LAM so it unkown if there are landscapes not captured, if there are any landscapes with DIMs that DWR included in the LAM, or if there are any CII landscapes that were misclassified."
Tuolumne Utilities District,2523,2023-07-01,2024-06-30,,,,725422716.0199999,82774680.62000002,808197396.6399999,0.0,0.0,0.0,0.0,0.0,808197396.6399999,64.59840251040974,27563861.079999994,0.0,27563861.079999994,141355000.0,977116257.72,232376836.23,163402.08000000002,11497084.59,0.0,244037322.9,0.0,0.0,247832245.0,36950770.0,,,Yes,No,0.0,No,27707423.0,
Turlock  City Of,2524,2023-07-01,2024-06-30,,,,2264009801.0,693122786.0,2957132587.0,0.0,0.0,0.0,0.0,,2957132587.0,111.46821929870524,396608116.0,0.0,396608116.0,434708352.6287388,3788449055.628739,488459422.0,1359775794.0,65457904.0,157999802.0,2071692922.0,0.0,0.0,608654513.0,487711288.0,,,No,No,,No,,The City has noted discrepancies in actual water use between its monthly reports submitted through the SAFER Data Clearinghouse and water consumption reports run for the 2023 2024 Fiscal Year. The City is working to address these discrepancies for the next report.
Tustin  City Of,2528,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL",,,1492105662.06,748096883.1200001,2240202545.1800003,0.0,0.0,0.0,0.0,,2240202545.1800003,92.15527356863714,85301117.612,0.0,85301117.612,212929242.47594368,2538432905.267944,413845556.012,19778494.88,3578680.7680000006,0.0,437202731.66,6199854.976000001,,,,,,No,No,,No,,
Twentynine Palms Water District,2530,2023-07-01,2024-06-30,,,,423876185.28,124882793.088,548758978.368,0.0,30448088.0,0.0,30448088.0,,579207066.368,84.43036312747124,36114454.456,0.0,36114454.456,48944775.306,664266296.13,87166759.30000001,105475.332,0.0,0.0,87272234.63200001,0.0,0.0,417249255.94,124122324.2,4.33,https://29palmswater.com/rates-fees/,No,No,,No,,
Ukiah  City Of,2536,2023-07-01,2024-06-30,,,,230194520.0,230194520.0,460389040.0,0.0,0.0,0.0,0.0,,460389040.0,75.95229936872634,60136409.0,0.0,60136409.0,120849265.75380509,641374714.753805,210227480.0,14490748.0,7528582.0,238482968.0,470729778.0,0.0,,0.0,0.0,,,No,No,,No,,The City has not yet reviewed its residential landscape measurement (LAM). The City has not yet received its CII LAM.
Upland  City Of,2541,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL",,,2455340056.2240005,946145146.2239996,3401485202.448,23759627.624,0.0,84512670.804,108272298.428,0.0,3509757500.876,122.68773572270516,645007837.0,6968018896.4,7613026733.4,237831476.178,11360615710.454,662967817.4679999,0.0,0.0,109261648.992,772229466.4599999,0.0,,,,,,No,No,0.0,No,0.0,The City of Upland is working on checking all data provided through SAFER as well as creating a report for calculating the volume of water used by the top 10 percentile of residiential customers.
Vacaville  City Of,2597,2023-07-01,2024-06-30,,,,2970396031.6000004,516879613.1,3487275644.7000003,0.0,0.0,0.0,0.0,,3487275644.7000003,98.49669946900157,623330356.9,0.0,623330356.9,246459198.51159844,4357065200.111599,531502856.0,220860310.1,0.0,0.0,752363166.1,0.0,,950948723.4281718,455290147.0743064,,,No,No,,No,,"(Row 35, 37, and 39) ""No"" entries aim to report that we are currently investigating the nature and scope of identifying these misclassifications provided by the State.  It is expected that future UWUO reports will include volumes of deliveries associated with these misclassifications."
Vallecitos Water District,2602,2023-07-01,2024-06-30,,,,1929885132.6,739225578.6,2669110711.2,0.0,0.0,0.0,0.0,,2669110711.2,65.87956833765271,756039490.2,0.0,756039490.2,145462819.059,3570613020.459,371046533.7,38645928.6,118414253.4,75060000.0,603166715.6999999,137867558.10000002,,435479937.0,283664290.0,,,No,No,,No,,
Vallejo  City Of,2603,2023-07-01,2024-06-30,,,,1947250106.7581604,554694030.41652,2501944137.17468,0.0,0.0,0.0,0.0,,2501944137.17468,55.181464109736375,407290279.08924,0.0,407290279.08924,675435099.6899316,3584669515.953852,730788770.12584,0.0,16773143.60636,179229391.77116004,926791305.50336,0.0,,497278824.9033261,331500883.7638069,,,No,No,,No,,"(Row 35, 37, and 39) ""No"" entries aim to report that we are currently investigating the nature and scope of identifying these misclassifications provided by the State.  It is expected that future UWUO reports will include volumes of deliveries associated with these misclassifications."
Valley Center Municipal Water District,2604,2023-07-01,2024-06-30,,,,1261369221.0,91629301.2,1352998522.2,0.0,0.0,0.0,0.0,0.0,1352998522.2,123.81739816625594,30792919.5,45390114.0,76183033.5,72316112.43,1501497668.13,208935661.2,0.0,23591612.4,0.0,232527273.6,2128784583.0,0.0,528902768.1,85348016.69999999,,,Yes,Yes,0.0,Yes,0.0,"Valley Center Municipal Water District (VCMWD) is continuing to conduct a review of DWR’s December 2023 LAM analysis and address data discrepancies.  VCMWD submitted comments and requested adjustments to DWR’s 2018 LAM data and requires additional DWR confirmation to finalize the 2023 LAM data review. VCMWD has reported zero for misclassified residential landscapes in the DWR LAM until a final review is completed.  Detailed data related to any LAM data discrepancies identified by VCMWD will be provided in the UWUO Report due January 1, 2026."
Valley County Water District,2605,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,983772161.824,157693101.86,1141465263.684,0.0,0.0,0.0,0.0,,1141465263.684,45.40811215584109,3403636.6,0.0,3403636.6,0.0,1144868900.284,555911851.592,38112501.348000005,397864.6219152,0.0,594422217.5619153,0.0,,,,,,,,,,,
Valley Of The Moon Water District,2610,2023-07-01,2024-06-30,,,,433282445.445,139024003.299,572306448.744,0.0,0.0,0.0,0.0,,572306448.744,66.19508056196364,10581033.672000002,0.0,10581033.672000002,65956506.65182174,648843989.0678217,73597684.413,0.0,2091963.42,0.0,75689647.833,0.0,0.0,137958000.0,90380000.0,0.0,0,No,No,,No,,"(1) The District has not performed a Cost of Service Analysis for its top 10% of water users, but did hire a consultant to evaluate the 90th percentile SFR and MFR customer water users and their associated total volume of deliveries. (2) The District has not performed a detailed analysis of residential LAM so it unkown if there are landscapes not captured, if there are any landscapes with DIMs that DWR included in the LAM, or if there are any CII landscapes that were misclassified."
Ventura County Waterworks District No 01 - Moorpark,2629,2023-07-01,2024-06-30,,,,1295922461.04,126729970.92000002,1422652431.96,0.0,0.0,0.0,0.0,,1422652431.96,109.7504616709135,141318320.19,0.0,141318320.19,58239349.23,1622210101.38,194578666.14,27166197.87,14835996.03,235267680.51,471848540.55,379326407.61,,462341044.0,62363004.0,,,No,No,,No,,
Ventura County Waterworks District No 08 - Simi Valley,2631,2023-07-01,2024-06-30,,,,2368857764.504,338219742.96800005,2707077507.472,0.0,0.0,0.0,0.0,,2707077507.472,78.2859117292189,772416053.6400001,16996062.309,789412115.9490001,60380025.78593835,3556869649.206938,369550404.884,14461341.264,3289932.6960000005,19510654.476,406812333.31999993,24180032.848,0.0,775876464.0,172686272.0,,,No,No,,No,,
Vernon  City Of,2633,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,2526171.604,3102171.6440000003,5628343.248,0.0,0.0,0.0,0.0,,5628343.248,137.67962935420744,0.0,0.0,0.0,162163008.66,167791351.908,963784212.3839998,314752603.676,6414545.9,114769130.364,1399720492.324,0.0,,672499.0,0.0,,,,,,,,
Victorville Water District,2635,2023-07-01,2024-06-30,,,,3735568965.908001,592585848.944,4328154814.852,0.0,0.0,0.0,0.0,,4328154814.852,95.12774178603641,389610915.368,69412172.32,459023087.688,378757888.3895607,5165935790.929561,1604018729.572,0.0,58671214.464,1004953900.76,2667643844.796,0.0,,225046272.0,1550604.0,,,No,No,,No,,
Vista Irrigation District,2649,2023-07-01,2024-06-30,,,,1699061728.38,1019110886.356,2718172614.736,0.0,0.0,0.0,0.0,,2718172614.736,56.061129041017516,431647697.508,0.0,431647697.508,289662030.51666933,3439482342.760669,435981162.744,164062764.64000002,6188634.196000002,0.0,606232561.58,165924666.068,,693648824.0,485771396.0,,,No,No,,No,,"Actual Residential Water Use (potable and non potable) , 90th percentile came from Breona. She got the information from Tyler."
Walnut Valley Water District,2661,2023-07-01,2024-06-30,,,,3038471275.94,497298237.132,3535769513.0719995,0.0,0.0,34913082.944,34913082.944,0.0,3570682596.016,96.91495075221616,329899160.572,691651123.356,1021550283.928,323673628.7199974,4915906508.663997,437709910.916,46910340.92000001,22255295.052,484640449.24,991515996.128,0.0,0.0,848740640.0,227941032.0,0.0,,Yes,No,,Yes,0.0,"In 2025, WVWD plans to add cost of service analysis to the scope of work with its rate consultant.  District is unsure what cost of service actually is.  Would this include operating expeneses, capital costs, increase in reserves?"
Wasco  City Of,2662,2023-07-01,2024-06-30,,,,558573921.8199999,92158896.14,650732817.9599999,0.0,0.0,0.0,0.0,,650732817.9599999,78.70517562451771,72224768.25,0.0,72224768.25,175279761.13520426,898237347.3452041,77141200.70199998,48818590.44,12025728.819999997,0.0,137985519.96199998,0.0,,0.0,0.0,,,No,No,,No,,The City has not yet reviewed its residential landscape measurement (LAM). The City has not yet received its CII LAM.
Watsonville  City Of,2669,2023-07-01,2024-06-30,,,,933473913.0,244801060.0,1178274973.0,0.0,0.0,0.0,0.0,,1178274973.0,49.48798287560982,125572785.0,0.0,125572785.0,110470327.1693176,1414318085.1693175,333290395.0,173177157.0,13158356.0,0.0,519625908.0,205287860.0,,0.0,0.0,,,No,No,,No,,"The City has not yet reviewed its residential landscape measurement (LAM). The City has not yet received its CII LAM. The City reported 39 AF of Unbilled Metered Water Use in their 2023 CY Water Loss Audit. This water use data was not reported in the SAFER Clearinghouse. The City may modify reported Clearinghouse data to incorporate unmetered water use in the future, although this value is very minor. A partnering Agency produces recycled water from wastewater generated by the City. Some of the recycled water is then used for agriculture, but outside of the City's service area."
West Kern Water District,2679,2023-07-01,2024-06-30,,,,790944649.0,0.0,790944649.0,0.0,0.0,0.0,0.0,,790944649.0,105.70593371199466,0.0,0.0,0.0,84493164.3,875437813.3,348478093.0,2366932786.0,0.0,687545610.0,3402956489.0,0.0,,17085068.0,0.0,,,No,No,,No,,
West Sacramento  City Of,2683,2023-07-01,2024-06-30,,,CA5710003,1474492351.92,0.0,1474492351.92,0.0,0.0,0.0,0.0,,1474492351.92,75.71371143760518,240455101.36,0.0,240455101.36,543519468.0,2258466921.28,700816511.2399999,0.0,0.0,0.0,700816511.2399999,0.0,,14072580.0,38462474.0,,,No,No,,No,,"We were flagged for ""Missing/Zero Potable Delivieries"" and the reporting issue flagged was ""One or more water systems associated with the supplier did not have 12 months of non zero potable deliveries"". We are working on gathering the missing data and can provide supplementally."
West Valley Water District,2690,2023-07-01,2024-06-30,,,,3163362693.538,138082147.47599998,3301444841.0139995,0.0,0.0,0.0,0.0,,3301444841.0139995,92.24470306401983,584522766.7320001,0.0,584522766.7320001,455951899.5150001,4341919507.261,673235268.61,134753560.624,100213982.113,0.0,908202811.347,0.0,,872610068.0,83574788.0,,,No,No,,No,,
Westborough Water District,2691,2023-07-01,2024-06-30,,,,168797933.79999998,28811970.83200001,197609904.632,0.0,0.0,0.0,0.0,,197609904.632,40.14511337622578,29851015.06,0.0,29851015.06,-9853297.428110486,217607622.26388952,25532510.864,0.0,0.0,0.0,25532510.864,0.0,0.0,52207294.0,12253091.0,0.0,0,No,No,,No,,"The District has not performed a residential LAM analysis so it is not known yet if there are landscapes not captured, if there are any landscapes with DIMs that DWR included in the LAM, or if there are any CII landscapes that were misclassified. The District has not performed a Cost of Service Analysis but did hire a consultant to perform a water usage demand analysis to calculate the 90th percentile volume for SFR and MFR customers."
Western Municipal Water District Of Riverside,2697,2023-07-01,2024-06-30,,,,4105854526.37552,163136429.40684,4268990955.78236,0.0,0.0,16383490.80008,16383490.80008,,4285374446.58244,115.69750988830131,644114535.7431601,632614271.5471281,1276728807.2902882,252385302.3462549,5814488556.218983,458990217.43276,104947386.82048,46463716.4734,462493992.76179206,1072895313.488432,88581766.98268001,,1584966304.0,248566872.0,,,No,No,,No,,
Westminster  City Of,2704,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL",,,1547552024.3519998,716392943.256,2263944967.608,0.0,0.0,0.0,0.0,,2263944967.608,65.11494239051277,171891128.82,0.0,171891128.82,157423403.62198463,2593259500.0499845,470707980.74,13999793.179999998,1089911.764,0.0,485797685.684,0.0,,,,,,No,No,,No,,
Whittier  City Of,2723,2023-07-01,2024-06-30,,,,970401480.376,482940875.096,1453342355.472,0.0,0.0,0.0,0.0,,1453342355.472,79.70852940716418,86502489.12400001,0.0,86502489.12400001,9897446.50423623,1549742291.1002362,381675579.752,6053984.835999999,2754327.464,0.0,390483892.052,0.0,,0.0,0.0,,,No,No,,No,,"The City has not yet reviewed its residential landscape measurement (LAM). The City has not yet received its CII LAM. The City's 2020 UWMP shows the City's usage of recycled water for landscape irrigation. However, cell B21 above is blank."
Windsor  Town Of,2751,2023-07-01,2024-06-30,,,,584777907.0,50366028.0,635143935.0,15166305.0,0.0,0.0,15166305.0,0.0,650310240.0,68.56539889978676,114904461.0,0.0,114904461.0,0.0,765214701.0,144187040.0,34332676.0,4491133.0,587838042.0,770848891.0,0.0,,154648770.0,50842057.0,,,No,No,0.0,No,0.0,
Woodland  City Of,2766,2023-07-01,2024-06-30,,,,1439882155.0,373873027.0,1813755182.0,0.0,0.0,0.0,0.0,0.0,1813755182.0,80.84983045543677,61316508.0,6599688.0,67916196.0,300928000.0,2182599378.0,420375613.0,36968922.0,290806877.0,69628804.0,817780216.0,0.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0.0,No,,Some landscapes classified and reported by the City as CII or purely 'Landscape' irrigation are in residential areas.  The exact square footage has not been determined.  The water use in those areas cannot be identified without extensive research.
Yorba Linda Water District,2782,2023-07-01,2024-06-30,,,,3526824307.256,141552383.856,3668376691.112,0.0,0.0,0.0,0.0,,3668376691.112,119.44790942401933,805062539.024,0.0,805062539.024,303099757.329,4776538987.465,391422697.312,0.0,7784229.112000001,95738282.31,494945208.734,0.0,,1009448440.0,41920164.0,,,No,No,,No,,"Actual Residential Water Use (Potable Only. YLWD has no Non Potable Water for Residential Use.), 90th Percentile Water Use is from FY23 24 (July 1, 2023   June 30, 2024) data."
Yreka  City Of,2789,2023-07-01,2024-06-30,,,,437953895.7,133948594.0,571902489.7,0.0,0.0,0.0,0.0,,571902489.7,200.23720589960175,74731670.0,0.0,74731670.0,148290000.0,794924159.7,255537444.5,31860866.0,20464303.0,0.0,307862613.5,0.0,,83150190.0,47559909.0,,,No,No,,No,,"(Row 2, 3, and 11) The consumption values that ""auto populate"" for SFR, MFR and CII DIM are incorrect as they include the consumption for the period July 2023 through March 2025.  The inclusion of the additional months makes it appear the overall objective is not met.  The State needs to resolve this issue as we cannot make changes to this portion of the spreadsheet.  (Row 35, 37, and 39) ""No"" entries aim to report that we are currently investigating the nature and scope of identifying these misclassifications provided by the State.  It is expected that future UWUO reports will include volumes of deliveries associated with these misclassifications."
Yuba City,2790,2023-07-01,2024-06-30,,,,2148675390.772,401209461.6280001,2549884852.4,0.0,0.0,0.0,0.0,,2549884852.4,99.436146336061,249051196.5160001,0.0,249051196.5160001,579358713.5678389,3378294762.483839,537654146.428,136966825.09600002,16393559.58,0.0,691014531.104,0.0,,570018315.4910961,326836789.782712,,,No,No,,No,,"(Row 35, 37, and 39) ""No"" entries aim to report that we are currently investigating the nature and scope of identifying these misclassifications provided by the State.  It is expected that future UWUO reports will include volumes of deliveries associated with these misclassifications."
Yucaipa Valley Water District,2793,2023-07-01,2024-06-30,,,,2228413141.58,323733011.12,2552146152.7,0.0,20285104.1,22339000.0,42624104.1,,2594770256.8,136.68447620979106,94755957.98,270597715.68,365353673.66,163726441.75800002,3123850372.2179995,224322703.64,9525490.14,3418567.7800000003,261703052.85,498969814.41,0.0,0.0,616415.0,318251.0,2632439.83,,No,No,,No,,
